timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-02-29T10:25:30,codecarbon,81c2f010-676b-44c1-9ffb-50757cce21d1,0.08719873428344727,6.864941067689186e-07,7.872753112876712e-06,42.5,0.0,2.955937385559082,1.0176979833179052e-06,0,5.969294544172498e-08,1.0773909287596301e-06,India,IND,,,,Windows-10-10.0.19045-SP0,3.10.9,2.3.4,4,Intel(R) Core(TM) i5-6300U CPU @ 2.40GHz,,,,,7.882499694824219,machine,N,1.0
